508.986839	-386.063944	117.333250	27.539524
378.445810	-563.281068	116.832530	26.832491
618.595812	-578.086775	117.806280	26.797091
326.578295	-364.870023	116.627450	27.559717
445.303740	-330.297991	117.063060	27.702961
674.759191	-325.856568	118.026780	27.756025
460.014245	-700.547791	117.198690	26.349825
529.015794	-593.373878	117.455020	26.720821
250.304774	-554.117469	116.316570	26.836372
459.785139	-547.092480	117.159110	26.898485
541.477569	-435.775053	117.483400	27.337692
297.831123	-454.960375	116.529930	27.214306
