1532.179540	-1288.634235	114.503820	29.597151
576.416670	-371.996133	110.418800	32.995605
828.191843	-2401.918097	111.590880	25.531357
1731.560579	-961.817364	115.390400	30.790346
210.808982	-1095.357425	108.933540	30.299772
635.137899	-2589.685200	110.821970	24.832979
925.437398	-1482.924111	111.969970	28.911768
1352.571459	-2396.179895	113.679720	25.551720
1321.912073	-1527.882120	113.574940	28.709812
1828.809996	-1363.468490	115.745030	29.330564
1391.776106	-1195.419611	113.895580	29.975599
1864.325535	-1150.887801	115.934940	30.079201
