878.546471	-796.104308	119.039290	29.602446
1103.270490	-712.839361	119.664940	29.802458
1179.956529	-846.499220	119.883670	29.458708
734.998139	-609.347009	118.584110	30.077772
670.211722	-965.208184	118.404880	29.144850
1040.484864	-940.136237	119.478850	29.204453
968.750671	-834.326033	119.272130	29.480106
1021.584944	-666.942423	119.434685	29.926868
599.849882	-720.672123	118.175770	29.781191
1122.040679	-641.811326	119.731404	29.992898
1200.428571	-611.408743	119.947750	30.053434
1014.581830	-564.543083	119.415887	30.189918
