1620.983909	-956.667117	119.399980	36.855667
1532.789625	-1002.674741	119.106850	36.704086
1957.620795	-1130.345975	120.450410	36.382107
1726.895665	-1137.097044	119.752560	36.385406
1642.823087	-1510.798889	119.451553	35.427563
1806.814965	-1323.115707	119.976910	35.876053
1726.765316	-1136.594714	119.752560	36.385406
1971.670517	-938.039270	120.506450	36.856449
2028.103180	-899.585752	120.705840	36.971165
1922.147919	-750.892936	120.388380	37.352150
2566.847698	-805.253556	122.408150	37.164955
