539.340709	-1402.923262	114.608450	27.382462
606.590026	-1007.330720	114.778900	28.393312
802.788953	-1005.144237	115.372280	28.425598
275.677652	-673.577084	113.806430	29.261196
897.959964	-517.438454	115.654480	29.685339
710.620628	-673.443646	115.101300	29.262537
809.585209	-894.987600	115.377150	28.707230
522.548866	-761.107929	114.559630	29.038708
516.315903	-538.933687	114.503820	29.597151
205.158273	-871.390190	113.574940	28.709812
952.293829	-764.746168	115.809760	29.047340
1250.580027	-901.843112	116.681950	28.691545
1248.708107	-783.716987	116.663830	28.994167
456.793285	-959.734196	114.356110	28.520634
861.338956	-846.157958	115.549900	28.842564
