589.819569	-2374.733366	114.784770	24.899044
788.600827	-1816.187797	115.342770	26.321701
575.900716	-2077.425797	114.745160	25.658571
1127.200400	-1617.000617	116.316570	26.836372
331.063904	-2348.853991	114.063150	24.945763
652.922115	-2461.540701	114.990756	24.680174
983.175904	-2411.624468	115.897535	24.827577
1132.540542	-1814.843774	116.338940	26.328182
633.669698	-1633.310234	114.894870	26.792103
489.981248	-2430.453362	114.523960	24.743780
1025.035519	-2012.469239	116.024680	25.872566
952.605772	-1401.896638	115.831780	27.426289
