875.034496	-2076.754807	121.956470	39.390034
591.572069	-1277.567136	121.133369	41.111126
1140.015252	-1105.468163	122.729200	41.506771
737.586767	-2292.045334	121.600838	38.917805
1095.651495	-2129.248857	122.576010	39.272690
1607.991201	-1575.876885	124.066150	40.455757
303.438946	-1637.655137	120.333030	40.328262
216.145474	-1695.038358	120.101243	40.206470
1525.428763	-736.013629	123.844429	42.295582
1941.533330	-986.198035	125.033710	41.722427
694.870043	-1917.347101	121.458649	39.741444
631.866801	-1086.516806	121.243030	41.539394
