1642.559272	-1409.703363	119.901370	31.013893
1426.737577	-1362.859706	119.181470	31.134151
1587.584161	-1670.976784	119.721280	30.231056
1611.397529	-1286.959347	119.814380	31.363638
1376.879365	-1533.412688	118.977540	30.619968
1495.780441	-1447.928625	119.420190	30.894686
1327.948349	-948.259680	118.837900	32.348419
1516.401610	-1260.456545	119.486000	31.430706
1267.666951	-1048.442472	118.617600	32.064869
1377.481586	-1189.033935	119.022870	31.656557
1334.866170	-1300.488096	118.861510	31.321630
